eigenvalue_1,eigenvalue_2,span_trees
(11.070021577528557+0j),(5.6919197409305795+0j),3
(11.07002157752856+0j),(5.691919740930576+0j),3
(11.070021577528557+0j),(5.691919740930585+0j),3
(11.07002157752856+0j),(5.691919740930578+0j),3
(11.070021577528557+0j),(5.691919740930578+0j),3
(11.08518109346091+0j),(5.735894170215826+0j),4
(11.08518109346091+0j),(5.735894170215832+0j),4
(11.070021577528557+0j),(5.6919197409305795+0j),3
(11.070021577528557+0j),(5.6919197409305795+0j),3
(11.077284417629244+0j),(6.772845154971345+0j),3
(11.08518109346091+0j),(5.735894170215828+0j),4
(11.0851810934609+0j),(5.735894170215831+0j),4
(11.07002157752855+0j),(5.6919197409305795+0j),3
(12.036718331096374+0j),(5.811542831193913+0j),3
(12.036718331096381+0j),(5.811542831193911+0j),3
(12.036718331096381+0j),(5.811542831193913+0j),3
(12.036718331096381+0j),(5.811542831193913+0j),3
(11.085181093460914+0j),(5.735894170215825+0j),4
(11.077284417629244+0j),(6.772845154971354+0j),3
(11.085181093460914+0j),(5.735894170215825+0j),4
(11.07002157752856+0j),(5.6919197409305795+0j),3
(11.070021577528546+0j),(5.691919740930579+0j),3
(11.085181093460912+0j),(5.735894170215826+0j),4
(11.07002157752856+0j),(5.691919740930588+0j),3
(11.070021577528554+0j),(5.691919740930579+0j),3
(11.070021577528554+0j),(5.691919740930579+0j),3
(11.085181093460914+0j),(5.735894170215825+0j),4
(11.07002157752856+0j),(5.691919740930576+0j),3
(11.07002157752856+0j),(5.6919197409305795+0j),3
(11.07002157752856+0j),(5.691919740930577+0j),3
(11.07002157752856+0j),(5.691919740930573+0j),3
(11.08518109346091+0j),(5.735894170215819+0j),4
(11.070021577528562+0j),(5.691919740930578+0j),3
(11.070021577528548+0j),(5.691919740930578+0j),3
(11.070021577528546+0j),(5.691919740930578+0j),3
(11.085181093460912+0j),(5.735894170215826+0j),4
(11.07002157752856+0j),(5.691919740930577+0j),3
(11.085181093460914+0j),(5.735894170215825+0j),4
(11.077284417629249+0j),(6.772845154971352+0j),3
(11.085181093460914+0j),(5.735894170215825+0j),4
(11.085181093460912+0j),(5.735894170215828+0j),4
(11.085181093460912+0j),(5.735894170215828+0j),4
(11.07002157752855+0j),(5.691919740930577+0j),3
(11.077284417629249+0j),(6.772845154971347+0j),3
(11.070021577528559+0j),(5.691919740930578+0j),3
(11.070021577528559+0j),(5.691919740930573+0j),3
(11.08518109346091+0j),(5.735894170215827+0j),4
(11.085181093460912+0j),(5.735894170215826+0j),4
(11.070021577528559+0j),(5.691919740930573+0j),3
(11.07002157752856+0j),(5.691919740930574+0j),3
(11.077284417629244+0j),(6.772845154971352+0j),3
(11.077284417629247+0j),(6.772845154971342+0j),3
(11.077284417629247+0j),(6.772845154971342+0j),3
(11.077284417629249+0j),(6.7728451549713515+0j),3
(11.077284417629244+0j),(6.772845154971353+0j),3
(11.085181093460914+0j),(5.735894170215827+0j),4
(11.070021577528559+0j),(5.691919740930578+0j),3
(11.07002157752856+0j),(5.691919740930572+0j),3
(11.085181093460914+0j),(5.735894170215823+0j),4
(11.085181093460914+0j),(5.73589417021583+0j),4
(11.085181093460914+0j),(5.735894170215823+0j),4
(11.07002157752856+0j),(5.691919740930572+0j),3
(11.070021577528557+0j),(5.69191974093058+0j),3
(11.070021577528559+0j),(5.691919740930578+0j),3
(11.070021577528564+0j),(5.691919740930579+0j),3
(11.085181093460912+0j),(5.735894170215826+0j),4
(11.085181093460912+0j),(5.735894170215828+0j),4
(11.085181093460912+0j),(5.735894170215828+0j),4
(11.070021577528557+0j),(5.69191974093058+0j),3
(11.085181093460912+0j),(5.735894170215826+0j),4
(11.07002157752855+0j),(5.691919740930577+0j),3
(11.085181093460914+0j),(5.73589417021583+0j),4
(11.085181093460914+0j),(5.735894170215823+0j),4
(11.070021577528557+0j),(5.69191974093058+0j),3
(11.070021577528562+0j),(5.691919740930581+0j),3
(11.085181093460914+0j),(5.73589417021583+0j),4
(11.085181093460912+0j),(5.735894170215828+0j),4
(11.07002157752856+0j),(5.691919740930573+0j),3
(11.085181093460912+0j),(5.735894170215828+0j),4
(11.085181093460914+0j),(5.735894170215827+0j),4
(11.070021577528559+0j),(5.691919740930573+0j),3
(11.085181093460914+0j),(5.73589417021583+0j),4
(11.085181093460914+0j),(5.735894170215823+0j),4
(11.070021577528557+0j),(5.69191974093058+0j),3
(11.070021577528552+0j),(5.691919740930572+0j),3
(11.085181093460912+0j),(5.735894170215826+0j),4
(11.085181093460912+0j),(5.735894170215828+0j),4
(11.07002157752855+0j),(5.691919740930577+0j),3
(11.085181093460912+0j),(5.735894170215826+0j),4
(11.085181093460914+0j),(5.735894170215823+0j),4
(11.070021577528559+0j),(5.691919740930572+0j),3
